,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
19894,Usina,3,1,0,130,1900.0,700.0,118.0
19902,Recreio dos Bandeirantes,4,2,2,153,2000.0,1534.0,387.0
19914,Vila Isabel,3,1,0,80,1800.0,600.0,72.0
19921,Flamengo,3,0,0,115,2700.0,728.0,223.0
19928,Recreio dos Bandeirantes,3,2,1,88,2100.0,397.0,0.0
19937,Recreio dos Bandeirantes,3,2,1,125,2300.0,700.0,0.0
19943,Tijuca,3,1,0,110,1600.0,950.0,122.0
19996,Recreio dos Bandeirantes,3,2,1,110,2000.0,766.0,291.0
20006,Botafogo,3,2,1,108,2800.0,1155.0,261.0
20023,Barra da Tijuca,3,2,1,175,2400.0,1600.0,450.0
20037,Usina,3,1,1,130,1600.0,720.0,128.0
20043,Flamengo,3,0,1,100,2500.0,782.0,0.0
20047,Recreio dos Bandeirantes,3,2,3,140,2600.0,830.0,200.0
20063,Copacabana,3,1,0,80,2500.0,895.0,209.0
20077,Barra da Tijuca,4,3,4,148,1600.0,1766.0,0.0
20100,Barra da Tijuca,3,1,1,115,2600.0,1700.0,0.0
20106,Piedade,3,1,0,80,900.0,300.0,0.0
20122,Recreio dos Bandeirantes,4,2,1,200,2950.0,1000.0,350.0
20125,Barra da Tijuca,3,1,1,80,1900.0,1015.0,179.0
20137,Alto da Boa Vista,3,1,1,150,1000.0,1630.0,0.0
20144,Tijuca,3,2,0,80,2260.0,800.0,0.0
20171,Recreio dos Bandeirantes,3,4,1,293,2900.0,1340.0,0.0
20176,Copacabana,3,1,1,120,2900.0,1120.0,207.0
20186,Recreio dos Bandeirantes,3,1,2,110,1900.0,1200.0,210.0
20222,Copacabana,3,1,1,130,2500.0,1818.0,0.0
20231,Copacabana,3,1,0,122,2700.0,1500.0,187.0
20251,Tijuca,3,1,1,83,2300.0,1244.0,191.0
20267,Jacarepaguá,3,1,1,90,1200.0,400.0,60.0
20286,Jacarepaguá,3,1,1,85,2100.0,735.0,65.0
20301,Freguesia (Jacarepaguá),3,1,1,78,1800.0,850.0,121.0
20305,Freguesia (Jacarepaguá),3,3,1,107,2250.0,1085.0,150.0
20309,Recreio dos Bandeirantes,4,4,2,162,2000.0,1400.0,380.0
20345,Tijuca,3,1,1,150,2400.0,966.0,0.0
20367,Recreio dos Bandeirantes,3,1,1,90,1300.0,700.0,165.0
20371,Vila da Penha,3,2,0,95,1400.0,320.0,0.0
20377,Icaraí,3,1,1,169,1800.0,1000.0,300.0
20383,Recreio dos Bandeirantes,3,2,1,82,1700.0,576.0,165.0
20384,Humaitá,3,1,0,90,2200.0,990.0,180.0
20425,Tijuca,3,1,1,120,2100.0,770.0,157.0
20443,Barra da Tijuca,3,2,1,113,2700.0,1640.0,276.0
20451,Recreio dos Bandeirantes,3,2,1,90,1600.0,563.0,193.0
20476,Recreio dos Bandeirantes,3,2,2,90,1950.0,715.0,154.0
20492,Méier,3,1,1,100,1950.0,87.0,0.0
20503,Tijuca,3,0,0,90,1650.0,1000.0,172.0
20570,Tijuca,4,3,2,130,2600.0,1100.0,240.0
20655,Copacabana,3,0,0,120,2800.0,1100.0,120.0
20665,Recreio dos Bandeirantes,3,1,1,81,2200.0,790.0,0.0
20670,Barra da Tijuca,3,2,3,145,2900.0,1800.0,350.0
20684,Jardim Guanabara,3,1,1,100,2000.0,625.0,1380.0
20694,Recreio dos Bandeirantes,3,2,1,98,1900.0,532.0,230.0
20730,Glória,3,0,1,90,2800.0,610.0,117.0
20748,Vigário Geral,3,0,0,80,800.0,260.0,0.0
20769,Tijuca,3,1,1,99,1800.0,800.0,60.0
20775,Recreio dos Bandeirantes,3,2,1,120,2500.0,600.0,244.0
20787,Tijuca,3,1,0,90,1800.0,823.0,130.0
20812,Laranjeiras,3,1,0,84,2500.0,761.0,153.0
20826,Cachambi,3,1,1,74,1200.0,693.0,0.0
20832,Freguesia (Jacarepaguá),3,2,2,180,2500.0,1096.0,187.0
20842,Rio Comprido,3,0,0,160,2000.0,850.0,1200.0
20885,Taquara,3,1,0,89,900.0,598.0,0.0
20903,Recreio dos Bandeirantes,3,1,1,85,1500.0,750.0,0.0
20917,Recreio dos Bandeirantes,3,2,2,155,2500.0,980.0,280.0
20918,Recreio dos Bandeirantes,3,2,1,195,2800.0,1625.0,415.0
20936,Tijuca,3,0,1,124,2800.0,925.0,0.0
20958,Barra da Tijuca,3,2,3,128,2900.0,1625.0,350.0
20984,Barra da Tijuca,3,2,1,105,2700.0,1520.0,3300.0
20985,Tijuca,3,0,0,87,1800.0,600.0,127.0
21004,Gávea,3,0,0,120,2700.0,880.0,238.0
21013,Tijuca,3,1,0,180,2800.0,1350.0,120.0
21016,Tijuca,3,1,1,94,2300.0,603.0,99.0
21056,Vila Isabel,3,0,0,120,2000.0,200.0,0.0
21057,Tijuca,3,1,1,100,1800.0,868.0,84.0
21059,Botafogo,3,1,1,130,2800.0,1200.0,155.0
21062,Praça Seca,3,1,0,80,800.0,130.0,0.0
21075,Irajá,3,1,1,197,2500.0,466.0,0.0
21076,Recreio dos Bandeirantes,3,1,1,80,2000.0,1200.0,0.0
21079,Barra da Tijuca,4,2,0,115,2900.0,1900.0,0.0
21107,Recreio dos Bandeirantes,3,1,1,137,2500.0,700.0,0.0
21117,Santa Teresa,3,0,0,80,2200.0,290.0,20.0
21122,Campo Grande,3,1,1,90,1800.0,650.0,0.0
21135,Freguesia (Jacarepaguá),3,1,1,81,1800.0,750.0,164.0
21138,Tijuca,3,1,1,116,1000.0,814.0,121.0
21165,Copacabana,3,1,1,92,2500.0,1200.0,1915.0
21181,Laranjeiras,3,1,0,130,2800.0,1200.0,194.0
21184,Recreio dos Bandeirantes,3,2,1,126,2400.0,616.0,308.0
21219,Curicica,3,2,0,72,1400.0,150.0,350.0
21239,Barra da Tijuca,4,2,1,115,2800.0,1800.0,250.0
21264,Tijuca,3,1,0,125,2500.0,1100.0,200.0
21272,Rocha,3,0,0,72,1100.0,200.0,14.0
21278,Recreio dos Bandeirantes,3,2,1,197,2800.0,1020.0,400.0
21294,Freguesia (Jacarepaguá),3,2,1,230,1900.0,900.0,2000.0
21308,Recreio dos Bandeirantes,3,1,1,87,1800.0,800.0,200.0
21320,Recreio dos Bandeirantes,3,2,1,90,1600.0,1021.0,155.0
21322,Barra da Tijuca,3,1,1,78,1900.0,1173.0,0.0
21327,Anil,3,2,3,77,1800.0,454.0,0.0
21328,Tijuca,3,0,0,110,1800.0,800.0,196.0
21366,Vargem Pequena,3,1,0,80,890.0,400.0,13.0
21380,Recreio dos Bandeirantes,3,1,2,87,1150.0,1008.0,0.0
21382,Tijuca,3,2,1,110,2800.0,1100.0,0.0
21426,Vila Isabel,3,0,0,95,1600.0,360.0,84.0
21436,Copacabana,3,1,0,100,2000.0,1474.0,202.0
21440,Barra da Tijuca,3,2,1,150,2300.0,1300.0,0.0
21471,Recreio dos Bandeirantes,3,3,2,115,2850.0,1280.0,238.0
21568,Freguesia (Jacarepaguá),3,2,1,110,1700.0,800.0,0.0
21598,Tijuca,3,1,1,110,2400.0,800.0,0.0
21603,Freguesia (Jacarepaguá),3,1,1,75,1200.0,640.0,0.0
21624,Freguesia (Jacarepaguá),3,1,0,113,800.0,1530.0,0.0
21638,Copacabana,3,1,1,90,2300.0,1311.0,150.0
21682,Curicica,3,2,1,161,2600.0,750.0,0.0
21685,Tijuca,3,0,0,80,1400.0,850.0,0.0
21705,Barra da Tijuca,3,1,1,101,2700.0,1453.0,0.0
21706,Vila Isabel,3,1,0,90,2600.0,730.0,0.0
21712,Barra da Tijuca,3,1,1,104,2600.0,1635.0,200.0
21714,Recreio dos Bandeirantes,3,1,1,79,2500.0,550.0,0.0
21754,Recreio dos Bandeirantes,3,2,1,89,1700.0,980.0,0.0
21769,Recreio dos Bandeirantes,3,1,1,135,1500.0,784.0,232.0
21790,Jardim Guanabara,3,2,3,136,2600.0,400.0,0.0
21799,Jardim Guanabara,3,1,1,100,1700.0,700.0,950.0
21801,Tijuca,3,0,0,125,1200.0,908.0,147.0
21809,Freguesia (Jacarepaguá),3,2,1,127,2300.0,1010.0,0.0
21825,Freguesia (Jacarepaguá),3,1,1,73,1500.0,572.0,83.0
21831,Méier,4,2,2,166,2800.0,1190.0,231.0
21833,Laranjeiras,3,0,0,87,2800.0,900.0,151.0
21863,Tijuca,3,1,0,129,1700.0,850.0,116.0
21912,Tijuca,3,1,1,91,1900.0,916.0,0.0
21948,Tijuca,3,2,1,149,2800.0,1125.0,206.0
21954,Jacarepaguá,3,1,1,78,2200.0,800.0,105.0
21957,Freguesia (Jacarepaguá),3,1,1,85,1000.0,774.0,0.0
21983,Tijuca,3,1,0,100,2500.0,885.0,170.0
22008,Jacarepaguá,3,1,1,85,1491.0,650.0,900.0
22051,Campinho,3,1,2,170,1500.0,1168.0,0.0
22054,Maracanã,3,2,1,140,2800.0,1125.0,207.0
22064,Recreio dos Bandeirantes,3,1,1,86,1700.0,554.0,176.0
22069,Tijuca,3,1,0,99,2000.0,690.0,0.0
22081,Tijuca,3,2,1,84,2350.0,950.0,1186.0
22082,Recreio dos Bandeirantes,3,2,3,90,1800.0,650.0,0.0
22091,Barra da Tijuca,3,2,1,86,2600.0,500.0,0.0
22117,Flamengo,3,1,1,120,2800.0,850.0,175.0
22122,Recreio dos Bandeirantes,3,2,1,131,2400.0,872.0,310.0
22127,Recreio dos Bandeirantes,3,2,1,177,2700.0,999.0,369.0
22129,Tijuca,4,1,1,150,2400.0,720.0,20.0
22138,Praça Seca,3,1,0,114,1200.0,659.0,0.0
22143,Botafogo,3,1,0,97,2300.0,913.0,184.0
22168,Recreio dos Bandeirantes,3,2,1,165,2800.0,620.0,323.0
22227,Leblon,3,1,0,82,2900.0,1100.0,0.0
22232,Andaraí,3,0,0,104,1600.0,680.0,136.0
22234,Recreio dos Bandeirantes,3,3,2,110,2200.0,653.0,273.0
22247,Jardim Guanabara,3,3,1,148,2500.0,776.0,0.0
22261,Tijuca,3,1,1,100,2200.0,600.0,70.0
22274,Laranjeiras,3,0,0,107,2800.0,970.0,188.0
22284,Tijuca,3,1,1,108,2500.0,1336.0,0.0
22286,Humaitá,3,0,0,82,2200.0,386.0,141.0
22288,Recreio dos Bandeirantes,3,2,2,98,2100.0,700.0,70.0
22299,Recreio dos Bandeirantes,3,1,1,80,1700.0,750.0,80.0
22340,Recreio dos Bandeirantes,3,2,3,180,2500.0,1050.0,718.0
22343,Barra da Tijuca,3,2,1,100,2500.0,1485.0,257.0
22347,Barra da Tijuca,3,2,3,114,1600.0,1337.0,0.0
22350,Freguesia (Jacarepaguá),3,0,1,110,1800.0,770.0,150.0
22352,Freguesia (Jacarepaguá),3,1,1,98,2200.0,632.0,125.0
22357,Tijuca,3,1,1,130,1600.0,720.0,128.0
22364,Recreio dos Bandeirantes,3,1,1,85,1600.0,704.0,146.0
22377,Gávea,3,0,1,120,2700.0,880.0,238.0
22389,Barra da Tijuca,4,2,1,115,2800.0,1800.0,250.0
22393,Bancários,3,1,1,100,1600.0,250.0,80.0
22416,Copacabana,3,1,0,100,2800.0,1100.0,150.0
22419,Lins de Vasconcelos,3,1,0,82,1000.0,580.0,0.0
22430,Humaitá,3,0,0,88,2100.0,900.0,120.0
22434,Recreio dos Bandeirantes,3,2,1,104,2000.0,940.0,210.0
22438,Freguesia (Jacarepaguá),3,2,1,83,2200.0,620.0,142.0
22440,Copacabana,3,0,0,100,2400.0,1250.0,157.0
22452,Méier,3,1,1,120,2000.0,796.0,172.0
22461,Copacabana,3,1,0,92,2380.0,1100.0,0.0
22465,Méier,3,1,0,78,1000.0,650.0,700.0
22499,Freguesia (Jacarepaguá),3,1,1,160,2500.0,1120.0,0.0
22507,Irajá,3,1,0,125,1410.0,275.0,0.0
22515,Flamengo,3,1,0,82,2800.0,580.0,0.0
22534,Barra da Tijuca,3,1,1,93,2800.0,1431.0,272.0
22551,Campo Grande,3,1,0,90,2000.0,755.0,0.0
22558,Recreio dos Bandeirantes,3,1,1,87,2300.0,750.0,138.0
22577,Tanque,3,1,1,78,1500.0,688.0,0.0
22626,Freguesia (Jacarepaguá),3,1,1,90,1700.0,759.0,106.0
22630,Pechincha,3,1,1,107,1600.0,900.0,164.0
22650,Freguesia (Jacarepaguá),3,1,1,86,1800.0,585.0,142.0
22654,Recreio dos Bandeirantes,3,3,1,317,2500.0,1349.0,0.0
22658,Santa Teresa,3,1,0,77,1750.0,542.0,34.0
22676,Recreio dos Bandeirantes,3,1,1,100,2000.0,904.0,263.0
22700,Copacabana,3,1,0,140,2500.0,1550.0,288.0
22761,Freguesia (Jacarepaguá),3,2,1,108,1800.0,880.0,1447.0
22767,Tijuca,4,2,1,188,2000.0,2000.0,380.0
22775,Barra da Tijuca,3,1,1,90,2500.0,1100.0,230.0
22796,Barra da Tijuca,3,2,1,85,1900.0,1150.0,0.0
22837,Recreio dos Bandeirantes,3,2,1,90,2100.0,620.0,170.0
22913,Vila Isabel,3,0,0,95,1500.0,400.0,50.0
22934,Tijuca,3,1,0,100,2300.0,750.0,0.0
22953,Recreio dos Bandeirantes,3,3,1,80,1500.0,650.0,136.0
22966,Recreio dos Bandeirantes,3,3,1,220,2500.0,1100.0,550.0
22980,Maracanã,3,1,2,109,2000.0,725.0,198.0
22994,Méier,3,1,0,82,1000.0,628.0,61.0
23011,Humaitá,3,0,1,100,2800.0,1560.0,105.0
23016,Recreio dos Bandeirantes,3,1,1,90,2000.0,649.0,245.0
23028,Santa Teresa,3,0,1,115,1550.0,300.0,0.0
23064,Vila Valqueire,3,1,1,107,1500.0,566.0,95.0
23119,Tijuca,3,1,1,108,1400.0,684.0,93.0
23120,Laranjeiras,3,0,0,90,2300.0,700.0,129.0
23132,Barra da Tijuca,3,2,1,101,2700.0,1438.0,120.0
23166,Tijuca,3,0,1,120,2000.0,420.0,120.0
23207,Barra da Tijuca,3,2,1,86,2700.0,580.0,0.0
23224,Barra da Tijuca,3,2,1,90,2200.0,1181.0,0.0
23226,Vila Isabel,3,1,1,103,1700.0,1161.0,164.0
23234,Tijuca,3,1,0,180,1500.0,1200.0,200.0
23264,Laranjeiras,3,1,1,96,2900.0,1210.0,156.0
23270,Recreio dos Bandeirantes,3,2,1,90,2500.0,564.0,175.0
23275,Bonsucesso,3,1,0,91,1500.0,300.0,0.0
23284,Campo Grande,4,2,2,160,1900.0,880.0,0.0
23289,Botafogo,3,1,0,120,2200.0,1085.0,189.0
23294,Curicica,4,2,3,191,2500.0,1044.0,267.0
23310,Freguesia (Jacarepaguá),3,2,1,110,2500.0,990.0,120.0
23348,Tijuca,3,1,0,100,1400.0,864.0,112.0
23373,Grajaú,3,1,0,95,1000.0,924.0,98.0
23383,Camorim,3,2,1,73,1900.0,760.0,79.0
23386,Recreio dos Bandeirantes,3,2,1,100,2300.0,650.0,135.0
23387,Recreio dos Bandeirantes,3,2,1,90,1850.0,1245.0,135.0
23403,Jardim Guanabara,3,0,1,80,1900.0,480.0,750.0
23405,Recreio dos Bandeirantes,3,2,1,90,1800.0,650.0,800.0
23422,São Cristóvão,3,0,0,74,2400.0,280.0,12.0
23444,Barra da Tijuca,3,1,1,85,1600.0,928.0,0.0
23453,Recreio dos Bandeirantes,4,2,2,160,1900.0,912.0,160.0
23474,Vila Kosmos,3,0,0,78,1380.0,200.0,0.0
23475,Leme,3,1,0,114,2980.0,560.0,0.0
23477,Recreio dos Bandeirantes,3,1,1,85,2000.0,1200.0,203.0
23482,Recreio dos Bandeirantes,3,1,1,81,2400.0,800.0,140.0
23490,Tijuca,3,1,0,98,2300.0,890.0,106.0
23500,Recreio dos Bandeirantes,3,2,1,127,2600.0,1100.0,0.0
23516,Maracanã,3,0,1,102,1300.0,811.0,106.0
23518,Barra da Tijuca,3,2,2,112,2900.0,1850.0,280.0
23561,Cosme Velho,3,1,1,143,2800.0,1000.0,284.0
23566,Barra da Tijuca,3,2,1,114,2800.0,1322.0,162.0
23580,Copacabana,3,1,1,100,2700.0,1000.0,216.0
23583,Copacabana,3,0,0,117,2300.0,1222.0,0.0
23591,Barra da Tijuca,3,1,1,80,2800.0,1300.0,180.0
23608,Rio Comprido,4,1,0,110,1650.0,500.0,0.0
23628,Recreio dos Bandeirantes,3,2,1,100,2000.0,850.0,150.0
23659,Recreio dos Bandeirantes,3,2,3,140,2900.0,570.0,0.0
23662,Tijuca,3,1,0,100,1800.0,788.0,126.0
23687,Recreio dos Bandeirantes,3,2,1,103,2000.0,1150.0,180.0
23709,Barra da Tijuca,4,3,4,160,2100.0,1647.0,196.0
23717,Ipanema,3,0,0,85,2500.0,1960.0,171.0
23726,Tijuca,3,1,0,100,1700.0,950.0,152.0
23727,Recreio dos Bandeirantes,3,3,1,100,2350.0,460.0,170.0
23749,Tijuca,3,0,2,78,2300.0,661.0,0.0
23767,Freguesia (Jacarepaguá),3,1,1,80,2100.0,945.0,99.0
23807,Copacabana,3,0,0,132,2700.0,816.0,196.0
23814,Laranjeiras,3,1,0,125,2900.0,1362.0,206.0
23817,Tijuca,3,2,1,125,2800.0,1570.0,211.0
23821,Campo Grande,3,2,1,150,1900.0,900.0,200.0
23825,Recreio dos Bandeirantes,3,2,1,137,1800.0,869.0,265.0
23860,Recreio dos Bandeirantes,3,2,1,152,2800.0,1500.0,252.0
23863,Copacabana,3,0,0,98,1900.0,1200.0,228.0
23866,Copacabana,3,2,1,126,2800.0,1604.0,245.0
23873,Recreio dos Bandeirantes,3,2,1,108,2500.0,1100.0,200.0
23916,Recreio dos Bandeirantes,3,1,1,80,1700.0,619.0,0.0
23921,Vila Isabel,3,1,0,82,2100.0,250.0,89.0
23932,Recreio dos Bandeirantes,4,2,3,297,2300.0,3459.0,0.0
23934,Flamengo,3,0,1,120,2900.0,764.0,0.0
23937,Recreio dos Bandeirantes,3,1,1,75,1800.0,800.0,140.0
23940,Tijuca,3,1,0,90,2200.0,800.0,120.0
23946,Recreio dos Bandeirantes,3,2,1,90,2400.0,820.0,165.0
23961,Tijuca,3,0,0,85,2200.0,180.0,92.0
23968,Recreio dos Bandeirantes,3,2,1,130,1700.0,550.0,0.0
23976,Vila Isabel,3,1,1,137,2500.0,550.0,0.0
23977,Grajaú,4,2,1,122,2500.0,1051.0,201.0
23984,Centro,3,0,0,100,2300.0,500.0,22.0
23989,Tijuca,3,2,1,84,2350.0,1026.0,0.0
24009,Copacabana,3,0,0,139,2700.0,1500.0,330.0
24014,Recreio dos Bandeirantes,3,2,1,163,2400.0,1260.0,320.0
24065,Recreio dos Bandeirantes,3,2,1,110,2000.0,695.0,145.0
24099,Barra da Tijuca,3,2,1,104,2800.0,1249.0,0.0
24105,Tijuca,4,1,1,128,2300.0,740.0,120.0
24108,Grajaú,3,0,0,77,1200.0,400.0,21.0
24160,Recreio dos Bandeirantes,3,2,1,180,2500.0,800.0,0.0
24206,Tijuca,3,1,0,94,2000.0,695.0,96.0
24210,Recreio dos Bandeirantes,3,2,1,130,2500.0,800.0,260.0
24220,Tijuca,3,1,1,110,2500.0,800.0,0.0
24237,Méier,3,1,1,85,1700.0,800.0,131.0
24244,Vila da Penha,3,1,1,73,1800.0,450.0,0.0
24257,Santa Teresa,3,0,0,149,2000.0,890.0,52.0
24263,Leme,3,0,0,124,2800.0,1350.0,180.0
24283,Recreio dos Bandeirantes,3,3,1,90,1600.0,650.0,171.0
24293,Copacabana,3,1,0,100,2900.0,1200.0,0.0
24315,Barra da Tijuca,3,1,1,75,1600.0,956.0,1000.0
24319,Copacabana,3,0,0,136,2900.0,1505.0,100.0
24328,Recreio dos Bandeirantes,3,2,1,84,1600.0,690.0,171.0
24339,Barra da Tijuca,3,2,1,120,2900.0,1500.0,310.0
24347,Lagoa,3,0,1,72,2800.0,950.0,0.0
24356,Praça Seca,3,0,0,80,1000.0,180.0,13.0
24363,Recreio dos Bandeirantes,3,2,1,85,2200.0,772.0,0.0
24375,Recreio dos Bandeirantes,3,0,1,96,2500.0,1.0,0.0
24391,Maracanã,3,2,1,149,2800.0,1024.0,0.0
24401,Recreio dos Bandeirantes,3,1,1,90,2000.0,990.0,131.0
24403,Barra da Tijuca,3,2,1,76,2500.0,720.0,62.0
24420,Santa Teresa,3,1,0,148,2600.0,1430.0,0.0
24476,Tijuca,3,1,0,89,2500.0,600.0,59.0
24481,Laranjeiras,3,1,0,99,2500.0,954.0,144.0
24574,Centro,3,0,1,80,1450.0,800.0,65.0
24588,Barra da Tijuca,3,1,1,75,2700.0,750.0,81.0
24633,Laranjeiras,3,0,0,90,2600.0,730.0,0.0
24638,Copacabana,3,1,0,91,2900.0,1130.0,214.0
24653,Barra da Tijuca,3,2,1,242,2850.0,2300.0,378.0
24657,Méier,3,2,2,167,1500.0,1081.0,333.0
24676,Tijuca,3,0,0,75,1600.0,680.0,92.0
24729,Recreio dos Bandeirantes,3,2,1,93,1800.0,294.0,0.0
24736,Tijuca,3,0,1,153,1600.0,568.0,128.0
24748,Recreio dos Bandeirantes,3,1,1,85,1400.0,1010.0,140.0
24753,Tijuca,3,1,1,90,1900.0,1100.0,84.0
24755,Campo Grande,4,1,1,90,2500.0,490.0,0.0
24784,Recreio dos Bandeirantes,3,3,1,377,1900.0,2430.0,813.0
24785,Recreio dos Bandeirantes,3,2,2,89,2500.0,950.0,0.0
24793,Rio Comprido,3,1,1,89,1600.0,741.0,38.0
24817,Jacarepaguá,3,1,1,103,2600.0,1450.0,1200.0
24825,Tijuca,3,0,0,90,1200.0,828.0,0.0
24829,Botafogo,3,1,1,130,2650.0,1250.0,220.0
24855,Copacabana,3,0,0,110,2700.0,950.0,20.0
24886,Barra da Tijuca,3,1,1,92,2300.0,600.0,152.0
24888,Tijuca,3,0,0,115,1800.0,400.0,168.0
24918,Tijuca,3,0,0,96,2500.0,714.0,900.0
24935,Tijuca,3,2,0,140,2400.0,970.0,0.0
24948,Jardim Botânico,3,1,0,90,2300.0,1063.0,218.0
24950,Lins de Vasconcelos,3,1,1,84,1000.0,750.0,73.0
24958,Vargem Pequena,3,2,1,79,1600.0,500.0,0.0
24959,Barra da Tijuca,3,1,1,107,2500.0,1248.0,328.0
24966,Barra da Tijuca,3,2,1,110,2700.0,1350.0,25.0
25026,Laranjeiras,3,0,1,127,2400.0,1120.0,0.0
25033,Copacabana,3,0,0,160,2800.0,1244.0,0.0
25065,Engenho Novo,3,1,0,90,1200.0,580.0,20.0
25067,Recreio dos Bandeirantes,3,2,2,109,2200.0,660.0,290.0
25070,Recreio dos Bandeirantes,3,2,2,100,2300.0,400.0,250.0
25092,Tijuca,3,2,1,104,2200.0,812.0,0.0
25101,Recreio dos Bandeirantes,4,2,2,155,2000.0,800.0,237.0
25111,Copacabana,3,0,1,94,1700.0,1360.0,199.0
25133,Tijuca,3,1,1,125,2300.0,975.0,170.0
25223,Méier,3,0,0,105,1100.0,200.0,0.0
25225,Recreio dos Bandeirantes,3,2,1,213,1900.0,1184.0,442.0
25235,Jardim Botânico,3,1,0,95,2900.0,1102.0,0.0
25241,Recreio dos Bandeirantes,3,2,1,161,2500.0,780.0,0.0
25242,Tijuca,3,0,0,91,2100.0,715.0,79.0
25279,Tijuca,3,1,0,96,2000.0,960.0,1048.0
25293,Flamengo,3,1,1,140,2800.0,2300.0,0.0
25314,Barra da Tijuca,3,1,1,72,2200.0,660.0,110.0
25315,Recreio dos Bandeirantes,3,2,1,114,2200.0,570.0,230.0
25328,Tijuca,3,0,1,111,2300.0,720.0,0.0
25333,Ipanema,3,0,1,130,2500.0,1131.0,0.0
25357,Tijuca,3,1,1,115,1900.0,783.0,104.0
25362,Recreio dos Bandeirantes,3,1,1,97,2380.0,800.0,185.0
25368,Barra da Tijuca,3,2,1,105,2900.0,1803.0,245.0
25395,Copacabana,3,1,0,103,2000.0,1200.0,200.0
25420,Copacabana,3,0,0,100,2700.0,925.0,152.0
25429,Freguesia (Jacarepaguá),3,1,1,97,2300.0,950.0,0.0
25451,Tijuca,3,1,1,117,1900.0,816.0,0.0
25455,Tijuca,3,0,0,83,1390.0,650.0,80.0
25459,Engenho de Dentro,3,0,0,81,1200.0,270.0,0.0
25469,Recreio dos Bandeirantes,3,0,1,146,2000.0,904.0,1871.0
25474,Jardim Guanabara,3,1,0,78,2000.0,350.0,83.0
25480,Copacabana,3,0,0,106,2200.0,888.0,160.0
25510,Freguesia (Jacarepaguá),3,2,2,160,1800.0,1574.0,198.0
25526,Recreio dos Bandeirantes,3,2,3,88,1900.0,600.0,1100.0
25564,Recreio dos Bandeirantes,3,2,1,90,1790.0,590.0,990.0
25593,Copacabana,3,0,0,110,2900.0,1400.0,100.0
25597,Engenho de Dentro,3,1,1,182,1800.0,1407.0,180.0
25625,Recreio dos Bandeirantes,3,3,1,105,2500.0,937.0,231.0
25654,Copacabana,3,0,1,110,2800.0,500.0,113.0
25685,Madureira,3,1,0,96,1400.0,550.0,50.0
25695,Méier,3,2,1,110,1800.0,1180.0,190.0
25707,Laranjeiras,3,1,0,120,2800.0,1100.0,0.0
25726,Méier,3,1,0,113,1900.0,559.0,152.0
25763,Recreio dos Bandeirantes,3,2,1,112,2200.0,860.0,280.0
25769,Recreio dos Bandeirantes,3,1,1,84,2500.0,700.0,20.0
25788,Laranjeiras,3,1,0,96,2700.0,805.0,0.0
25800,Barra da Tijuca,3,1,3,80,2800.0,1300.0,140.0
25839,Copacabana,3,0,0,110,2700.0,1000.0,25.0
25840,Barra da Tijuca,3,2,1,100,2500.0,1520.0,350.0
25849,Tijuca,3,0,0,92,2000.0,831.0,0.0
25875,Campo Grande,3,1,0,77,1300.0,430.0,36.0
25882,Tijuca,3,0,1,126,2800.0,800.0,196.0
25925,Barra da Tijuca,3,2,1,112,2950.0,1433.0,333.0
25973,Tanque,3,1,1,75,1400.0,650.0,0.0
25977,Tijuca,3,1,0,129,1600.0,850.0,116.0
26006,Tijuca,3,2,1,92,1900.0,900.0,0.0
26050,Barra da Tijuca,3,2,2,100,2800.0,1400.0,210.0
26069,Recreio dos Bandeirantes,3,2,1,90,1790.0,790.0,320.0
26078,Flamengo,3,0,0,100,2200.0,720.0,193.0
26089,Barra da Tijuca,3,1,1,90,1800.0,930.0,234.0
26101,Jacarepaguá,3,1,1,85,2200.0,600.0,60.0
26112,Botafogo,3,0,0,85,2500.0,304.0,0.0
26121,Irajá,3,0,0,73,900.0,270.0,0.0
26202,Tijuca,3,2,1,110,1900.0,1027.0,0.0
26206,Recreio dos Bandeirantes,3,1,3,91,2100.0,473.0,0.0
26221,Barra da Tijuca,3,1,1,90,2500.0,1300.0,98.0
26233,Recreio dos Bandeirantes,3,2,1,85,1600.0,900.0,159.0
26245,Barra da Tijuca,3,2,1,86,2500.0,1100.0,269.0
26248,Jardim Carioca,3,2,1,110,2300.0,616.0,150.0
26255,Pechincha,3,2,2,152,1900.0,1151.0,1992.0
26262,Freguesia (Jacarepaguá),3,2,3,116,1700.0,1120.0,212.0
26273,Taquara,3,1,1,71,1600.0,500.0,0.0
26277,Tijuca,3,2,1,85,1800.0,757.0,65.0
26307,Recreio dos Bandeirantes,3,2,1,105,2300.0,842.0,0.0
26316,Barra da Tijuca,3,2,1,120,2900.0,1280.0,390.0
26321,Recreio dos Bandeirantes,3,0,1,102,2500.0,895.0,180.0
26361,Méier,3,1,2,89,1100.0,740.0,109.0
26412,Pechincha,3,1,1,75,1500.0,590.0,0.0
26427,Copacabana,3,1,1,95,2200.0,1330.0,169.0
26478,Recreio dos Bandeirantes,3,1,1,75,1500.0,890.0,139.0
26489,Grajaú,3,0,0,88,1400.0,750.0,82.0
26495,Barra da Tijuca,3,2,1,90,2700.0,1500.0,330.0
26501,Jacarepaguá,3,1,1,94,1600.0,680.0,128.0
26517,Jardim Guanabara,3,4,0,100,2300.0,507.0,114.0
26543,Tijuca,3,0,1,88,2100.0,880.0,0.0
